Latitude 	 Longitude 	 Weight 	 Continent
46.4637	-1.26343	1	Europe
-23.417	-54.5603	31	South America
43.3919	-80.3072	17	North America
52.437	38.8144	1	Europe
40.5906	43.0606	1	Asia
20.6424	-87.0674	7	North America
19.8902	-100.43	2	North America
55.4844	9.28397	1	Europe
20.0715	-100.745	1	North America
-30.5529	-53.4955	16	South America
31.841	-106.584	20	North America
33.2713	126.368	1	Asia
46.7978	17.1824	3	Europe
-25.3335	-53.898	4	South America
47.9738	-99.0246	1	North America
42.4403	-71.4558	7	North America
52.7642	23.1903	4	Europe
35.2798	-81.1676	5	North America
-7.41579	111.44	3	Asia
-29.106	-51.5365	30	South America
42.7782	132.871	2	Europe
35.0764	-92.4576	10	North America
-30.0251	30.8719	1	Africa
46.8104	-95.8403	2	North America
52.4475	16.6874	1	Europe
46.7267	-117.166	5	North America
15.7791	120.6	1	Asia
43.3678	-86.1773	1	North America
52.9815	6.74891	4	Europe
39.8769	-7.1126	8	Europe
56.8158	25.2106	2	Europe
26.4596	127.915	1	Asia
54.8905	52.3391	4	Europe
52.139	11.6472	3	Europe
56.4073	61.9156	2	Europe
31.9637	35.8495	25	Asia
-23.2915	-47.6628	9	South America
10.4438	-84.3658	9	North America
38.7225	-9.39724	100	Europe
37.8708	-122.301	136	North America
60.3275	10.153	1	Europe
33.6245	-80.9266	47	North America
36.1868	-101.181	1	North America
37.0898	-86.3577	2	North America
40.2476	-2.02599	4	Europe
56.6282	47.8837	20	Europe
39.4986	-121.525	1	North America
45.4348	-65.9859	1	North America
52.983	49.7249	1	Europe
18.2913	-93.3416	11	North America
49.5	15.4763	1	Europe
-17.9709	-67.1192	4	South America
32.2653	-86.3537	13	North America
-33.4084	-71.5098	1	South America
41.3948	-73.4721	45	North America
35.8877	-80.1143	2	North America
5.25884	115.254	16	Asia
52.5009	13.6085	16	Europe
41.4689	13.3168	1	Europe
30.3539	-87.2657	5	North America
2.68904	99.6005	5	Asia
19.4726	-102.073	1	North America
55.9511	-4.84349	18	Europe
51.9275	4.99364	18	Europe
44.7998	10.3375	5	Europe
37.023	-76.2925	23	North America
38.139	-97.4174	1	North America
40.4539	-8.44551	3	Europe
-4.33691	-40.1545	2	South America
52.7095	5.80069	1	Europe
55.8341	38.3873	4	Europe
53.1826	5.81839	54	Europe
-7.26891	-48.6616	1	South America
-3.40117	119.8	1	Asia
